Rank,Name,Platform,Publisher,Developer,Critic_Score,User_Score,Total_Shipped,Year
16996,Hisshou Pachinko*Pachi-slot Kouryaku Series DS Vol. 3: Shinseiki Evangelion - Yakusoku no Toki,DS,D3 Publisher,Bisty,,,0.03,2008
16997,The Great Battle Gaiden 2: Matsuri da Wasshoi,SNES,Banpresto,Banpresto,,,0.03,1994
16998,Lost Planet 2,PC,Capcom,Capcom,6,,0.03,2010
16999,Shinseiki Evangelion Ayanami Ikusei Keikaku DS with Asuka Hokan Keikaku,DS,Broccoli,Broccoli,,,0.03,2008
17000,Monster Mayhem: Build and Battle,DS,Crave Entertainment,Brain Toys,4,,0.03,2009
17001,Petz: Dolphinz Encounter,DS,Ubisoft,Magic Pockets,,,0.03,2009
17002,War Gods,PS,Midway Games,Midway Games,4,,0.03,1997
17003,Evangelion: Jo,PS2,Namco Bandai,Bec,,,0.03,2009
17004,Doki Oki,PS,Banpresto,Banpresto,,,0.03,1995
17005,Gakuen Alice: WakuWaku * Happy Friends,DS,Kids Station,Rokumendo,,,0.03,2007
17006,Kyokugen Dasshutsu ADV: Zennin Shiboudesu,PSV,ChunSoft,ChunSoft,,,0.03,2012
17007,Touhou Kobuto V: Burst Battle,PS4,NIS America,CUBETYPE,4.2,3,0.03,2017
17008,Derby Time 2006,PSP,Sony Computer Entertainment,Sony Computer Entertainment,,,0.03,2006
17009,Konohana 2: Todoke Kanai Requiem,PS2,Success,Vridge,,,0.03,2002
17010,"Soldam: Drop, Connect, Erase",NS,Dispatch Games,City Connection,,,0.02,2017
17011,Idol Death Game TV,PSV,D3Publisher,Unknown,,,0.02,2016
17012,7'scarlet,PSV,Aksys Games,Unknown,,,0.02,2018
17013,Dynasty Warriors: Eiketsuden,PS3,Tecmo Koei,Omega Force,,,0.02,2016
17014,God Eater Off Shot: Soma Shikkuzaru-hen Twin Pack & Animation Vol.4,PS4,Namco Bandai Games,Bandai Namco Games,,,0.02,2016
17015,The Longest 5 Minutes,PSV,NIS America,Nippon Ichi Software,,,0.02,2018
17016,Dungeon Siege II,PC,Microsoft Game Studios,Gas Powered Games,8.5,,0.02,2005
17017,Strawberry Nauts,PSV,Unknown,Unknown,,,0.02,2016
17018,MAPLUS: Portable Navi 3,PSP,Edia,Edia Corporation,,,0.02,2009
17019,Rugby League Live 3,PS4,Tru Blu Entertainment,Big Ant Studios,,,0.02,2015
17020,Viva Pinata,PC,Microsoft Game Studios,Rare Ltd.,8,,0.02,2007
17021,Otoko Yukaku,PSV,D3Publisher,D3 Publisher,,,0.02,2015
17022,DEATH NOTE: L o Tsugu Mono,DS,Konami,Konami,,,0.02,2007
17023,Who Wants to be a Millionaire: 2nd Edition,Wii,Ubisoft,Route 1 Games,,,0.02,2008
17024,ZooCube,GC,Acclaim Entertainment,PuzzleKings,6.9,,0.02,2002
17025,Spy Hunter / Super Sprint,GBA,DSI Games,DSI Games,,,0.02,2005
17026,Let's Play Garden,Wii,Deep Silver,Deep Silver,,,0.02,2010
17027,Omega Labyrinth Z,PS4,D3Publisher,Unknown,,,0.02,2017
17028,Clover no Kuni no Alice,PS2,Prototype,QuinRose,,,0.02,2010
17029,Otometeki Koi Kakumei * Love Revo! Portable,PSP,Idea Factory,Idea Factory,,,0.02,2010
17030,Room Zoom: Race for Impact,XB,Jaleco,Blade Interactive,,,0.02,2004
17031,Yahari Game Demo Ore no Seishun Love-Kome Hamachi Gatteiru,PSV,5pb,MAGES. Inc.,,,0.02,2013
17032,Tube Slider,GC,NEC Interchannel,"Nd Cube Co., Ltd.",5.9,,0.02,2003
17033,Bases Loaded '96: Double Header,SAT,Jaleco,TOSE,,,0.02,1995
17034,Kyoukai no Shirayuki,PSV,Idea Factory,Unknown,,,0.02,2016
17035,America Oudan Ultra-Quiz,SAT,Victor Interactive,Pegasus Japan,,,0.02,1995
17036,Zanki Zero: Last Beginning,PSV,Spike Chunsoft,Lancarse,,,0.02,2018
17037,DoDonPachi Dai-Oujou: Black Label Extra,X360,5pb,Cave,,,0.02,2009
17038,SWAT 4,PC,Sierra Entertainment,Irrational Games,9,,0.02,2005
17039,Cars 3: Driven to Win,WiiU,Warner Bros. Interactive Entertainment,Avalanche Software,,,0.02,2017
17040,Shinseiki Evangelion: Battle Orchestra,PS2,Broccoli,Headlock,,,0.02,2007
17041,Neverwinter Nights Diamond,PC,Atari,BioWare Corp.,,,0.02,2005
17042,Yes! Precure 5 Go Go Zenin Shu Go! Dream Festival,DS,Namco Bandai,Bandai Namco Games,,,0.02,2008
17043,Battlefield 2: Modern Combat(JP sales),PS2,Electronic Arts,Digital Illusions,,,0.02,2005
17044,Syberia,NS,Microids,Microids,7.6,7.6,0.02,2017
17045,Ouma ga Toki: Kakuriyo no Enishi,PSV,Nippon Ichi Software,Unknown,,,0.02,2016
17046,The Idolmaster: Gravure For You! Vol.7,PS3,Namco Bandai Games,Namco Bandai Games,,,0.02,2012
17047,Moujuu-Tachi to Ohimesama,PSV,Idea Factory,Unknown,,,0.02,2016
17048,Stake: Fortune Fighters,XB,Metro 3D,Gameness Art Software,2.3,,0.02,2003
17049,Serious Sam Advance,GBA,Global Star Software,Climax Group,5,,0.02,2004
17050,Umineko no Naku Koro ni San: Shinjitsu to Gensou no Yasoukyoku,PS3,Alchemist,Alchemist,,,0.02,2011
17051,Battlestations: Pacific,PC,Eidos Interactive,Eidos Studios Hungary,7.7,,0.02,2009
17052,Foto Showdown,DS,Unknown,Konami,,,0.02,2010
17053,Pop'n Music 12 Iroha,PS2,Konami,Konami,,,0.02,2006
17054,Alien Breed Trilogy,X360,Mastertronic,Team17 Software,,,0.02,2011
17055,BeatMania IIDX 11: IIDX Red,PS2,Konami,Konami,,,0.02,2006
17056,88 Heroes: 98 Heroes Edition,NS,Rising Star Games,Bitmap Bureau,6.5,6.4,0.02,2017
17057,Jikkyou Powerful Pro Yakyuu 12 Ketteiban,GC,Konami,PawaPuro Production,,,0.02,2005
17058,Lost Sphear,PS4,Square Enix,Tokyo RPG Factory,6,6.9,0.02,2018
17059,Road Trip: The Arcade Edition,GC,Conspiracy Entertainment,Hudson?ÿSoft,,,0.02,2004
17060,No More Heroes: Heroes' Paradise,X360,Marvelous Interactive,FeelPlus,,,0.02,2010
17061,ParaWorld,PC,Aspyr,SEK Ost,7.8,,0.02,2006
17062,Virtua Tennis: World Tour (jp sales),PSP,Sega,Sumo Digital,,,0.02,2005
17063,Anohana: The Flower We Saw That Day,PSP,5pb,Guyzware,,,0.02,2012
17064,Cold War,XB,DreamCatcher Interactive,Mindware Studios,5.8,,0.02,2005
17065,Rad Rodgers,PS4,THQ Nordic,3D Realms,6.6,7,0.02,2018
17066,Azure Striker Gunvolt,3DS,Inti Creates,Inti Creates,8,8.1,0.02,2014
17067,Steel Battalion: Line of Contact,XB,Capcom,"Capcom Production Studio 4 / Nude Maker Co., Ltd.",,,0.02,2004
17068,Captain Morgane and the Golden Turtle,PC,Reef Entertainment,WizarBox,,,0.02,2012
17069,Ken to Mahou to Gakuen Mono. 2G,PS3,Acquire,ZeroDiv,,,0.02,2010
17070,Winx Club: Rockstars,DS,Namco Bandai,RIZ Inc.,,,0.02,2010
17071,Kami Naru Kimi to,PSP,Idea Factory,Idea Factory,,,0.02,2011
17072,NBA Starting Five,XB,Konami,Konami,3.8,,0.02,2002
17073,Spy Hunter: Nowhere To Run,PS2,Midway Games,Terminal Reality,,,0.02,2006
17074,Ikki Tousen: Eloquent Fist,PSP,Marvelous Interactive,Marvelous Interactive,,,0.02,2008
17075,Carmen Sandiego: The Secret of the Stolen Drums,XB,BAM! Entertainment,Artificial Mind and Movement,5.6,,0.02,2004
17076,Disney's Magical Quest 3 Starring Mickey and Donald,GBA,Capcom,Capcom Entertainment,6.5,,0.02,2005
17077,Magicka Collection,PC,Paradox Interactive,Paradox Interactive,,,0.02,2011
17078,Strike Witches 2: Iyasu Naosu Punipunisuru,DS,Kadokawa Shoten,Kadokawa Shoten,,,0.02,2010
17079,Osomatsu-San: Matsu Matsuri!,3DS,Namco Bandai Games,Bandai Namco Games,,,0.02,2016
17080,"Ed, Edd n Eddy: The Mis-Edventures",XB,Midway Games,A2M,,,0.02,2005
17081,Bunmei Haruka: Aoiza Ibunroku,PSP,FuRyu Corporation,FuRyu Corporation,,,0.02,2011
17082,Capcom Digital Collection,X360,Capcom,Unknown,,,0.02,2012
17083,Vantage Master Portable,PSP,Falcom Corporation,Nihon Falcom Corporation,,,0.02,2008
17084,Lilpri DS: Hime-Chen! Apple Pink,DS,Sega,Sega,,,0.02,2010
17085,Lovely x Cation 1 & 2,PSV,5pb,Unknown,,,0.02,2015
17086,SUPERBEAT: XONiC,PS4,PM Studios,Nurijoy,,,0.02,2017
17087,PopCap Hits! Vol 2,X360,Mastertronic,PopCap Games,,,0.02,2011
17088,O.M.G. 26 - Our Mini Games,DS,UFO Interactive,Dreams Interactive,,,0.02,2007
17089,Taishou x Alice: All in One,PSV,Prototype,Prototype,,,0.02,2016
17090,F1 2017,PC,Deep Silver,Codemasters,8.9,7.4,0.02,2017
17091,"Hisshou Pachinko*Pachi-Slot Kouryaku Series DS Vol. 1: Shinseiki Evangelion - Magokoro o, Kimi ni",DS,D3 Publisher,Bisty,,,0.02,2008
17092,Downtown Nekketsu Koushinkyoku: Soreyuke Daiundoukai All-Star Special,PS3,Arc System Works,Arc System Works,,,0.02,2015
17093,R??publique,PS4,GungHo Online Entertainment,Camouflaj,6.5,,0.02,2016
17094,Chuck E. Cheese's Sports Games,Wii,UFO Interactive,UFO Interactive,,,0.02,2011
17095,Bullet Girls: Phantasia,PS4,Experience Inc.,Shade,,,0.02,2018
17096,Pony Luv,DS,Aspyr,Gogii Games,3,,0.02,2008
17097,Suran Digit,PSV,Idea Factory,Unknown,,,0.02,2016
17098,Sangoku Hime 4: Tenka Ryouran - Tenmei no Koi Emaki,PSV,SystemSoft Alpha,Unknown,,,0.02,2016
17099,Ty the Tasmanian Tiger 3: Night of the Quinkan,XB,Activision,Krome Studios,6.2,,0.02,2005
17100,AMF Xtreme Bowling,PS2,Mud Duck Productions,Mud Duck Productions,,,0.02,2006
17101,Bomberman Fantasy Race,PS,Atlus,Graphic Research,6.3,,0.02,1999
17102,Dance Dance Revolution: Hottest Party 5,Wii,Konami,Konami,,,0.02,2011
17103,Total Overdose: A Gunslinger's Tale in Mexico,XB,Eidos Interactive,Deadline Games,8,,0.02,2005
17104,Worms: WMD,XOne,Team17 Digital Ltd,Team17 Digital Ltd,,,0.02,2016
17105,Carnage Heart EXA,PSP,ArtDink,ArtDink,,,0.02,2013
17106,Colin McRae Rally 2.0,GBA,Codemasters,Codemasters,8.5,,0.02,2002
17107,Bugriders: The Race of Kings,PS,GT Interactive,n-Space,3,,0.02,1997
17108,Bust-A-Move,3DO,Panasonic Interactive Media,Taito Corporation,,,0.02,1995
17109,Payout Poker & Casino,PSP,Namco,Bits Studios,,,0.02,2006
17110,Sheep,PS,Empire Interactive,Minds-Eye,7,,0.02,2000
17111,Redout,PS4,505 Games,Nicalis,8.1,7.4,0.02,2017
17112,Super Stardust Ultra VR,PS4,Sony Interactive Entertainment,d3t Ltd,6.6,6.4,0.02,2016
17113,Wangan Midnight Portable,PSP,Genki,Genki,,,0.02,2007
17114,TV Total Events,Wii,7G//AMES,7G//AMES,,,0.02,2011
17115,Cross Ange: Tenshi to Ryuu no Rondo tr.,PSV,Namco Bandai Games,Unknown,,,0.02,2015
17116,Empire Deluxe,PC,New World Computing,White Wolf Productions,,,0.02,1993
17117,Canvas 2,PS2,Kadokawa Shoten,Kadokawa Shoten,,,0.02,2006
17118,Memories Off: Sorekara Again,PS2,KID,KID Corporation,,,0.02,2006
17119,11eyes: CrossOver,X360,5pb,Genterprise,,,0.02,2009
17120,AirForce Delta Storm,GBA,Konami,Konami,7.5,,0.02,2002
17121,Peter Pan in Disney's Return to Never Land,PS,Sony Computer Entertainment,Doki Denki,5.3,,0.02,2002
17122,Mesaze!! Tsuri Master: Sekai ni Challenge! Hen,Wii,Hudson Soft,Hudson Soft,,,0.02,2008
17123,Jurassic Park: Operation Genesis,PC,VU Games,Blue Tongue,,,0.02,2003
17124,Maji-Kyun! Renaissance,PSV,Broccoli,Unknown,,,0.02,2016
17125,Legacy of Ys: Books I & II,DS,Atlus,Interchannel-Holon,,,0.02,2009
17126,Cross Channel: In Memory of All People,X360,CyberFront,KID Corporation,,,0.02,2011
17127,Kuusen II,PS2,Kadokawa Shoten,ESP,,,0.02,2004
17128,Prince of Stride,PSV,Kadokawa Games,Kadokawa Games,,,0.02,2015
17129,Clannad: Mitsumi Mamoru Sakamichi de - Joukan,PSP,Prototype,Visual Arts,,,0.02,2010
17130,IL-2 Sturmovik: Forgotten Battles,PC,Ubisoft,1C: Maddox Games,,,0.02,2003
17131,Are You Alice?,PSP,Idea Factory,Idea Factory,,,0.02,2011
17132,Future Tactics: The Uprising,GC,Crave Entertainment,Zed Two Limited,6.8,,0.02,2004
17133,The Lord of the Rings: Conquest,PC,Electronic Arts,Pandemic Studios,5.5,,0.02,2009
17134,Kensei: Sacred Fist,PS,Konami,Konami,5.7,,0.02,1998
17135,Backyard NFL Football,DS,Atari,Humongous Entertainment,,,0.02,2007
17136,Cocoto Magic Circus,Wii,Conspiracy Entertainment,Neko Entertainment,5.8,,0.02,2008
17137,George of the Jungle and the Search for the Secret,Wii,Crave Entertainment,Crave Entertainment,2.9,,0.02,2008
17138,Okashi na Shima no Peter Pan: Sweet Never Land,PSP,Quinrose,QuinRose,,,0.02,2011
17139,Urakata Hakuoki,PSP,Idea Factory,Design Factory,,,0.02,2013
17140,Neverwinter Nights 2,PC,Atari,Obsidian Entertainment,8,,0.02,2006
17141,Resident Evil: Value Pack,PS4,Capcom,Capcom,,,0.02,2016
17142,Trailblazers,PS4,Rising Star Games,Supergonk,6.3,6,0.02,2018
17143,Farm Frenzy 3,DS,Unknown,Easy Interactive,,,0.02,2011
17144,Escape the Emerald Star,PC,PopCap Games,PopCap,,,0.02,2011
17145,God Eater Off Shot: Tachibana Sakuya-hen Twin Pack & Animation Vol.7,PS4,Namco Bandai Games,Unknown,,,0.02,2016
17146,PaRappa the Rapper Remastered,PS4,Sony Interactive Entertainment,SIE Japan Studio,6.1,5.3,0.02,2017
17147,Syberia III,XOne,Microids,Unknown,,,0.02,2017
17148,The Settlers: Rise of an Empire,PC,Ubisoft,Blue Byte,6.5,,0.02,2007
17149,Labyrinth of Refrain: Coven of Dusk,NS,NIS America,Nippon Ichi Software,7.5,7.6,0.02,2018
17150,Gift: Prism,PS2,Sweets,Moonstone,,,0.02,2006
17151,Rengoku II: The Stairway To H.E.A.V.E.N.,PSP,Konami,Neverland,,,0.02,2006
17152,Bigfoot King of Crush,Wii,Zoo Games,Zoo Games,,,0.02,2011
17153,Shanghai: True Valor,PS,Sunsoft,SunSoft,,,0.02,1999
17154,Supermodel Makeover by Lauren Luke,DS,Avanquest,Avanquest Software,,,0.02,2009
17155,Major Dream: Major DS Dream Baseball,DS,Takara Tomy,Takara Tomy,,,0.02,2008
17156,Steins;Gate: Senkei Kousoku no Phonogram,X360,5pb,5pb. Games,,,0.02,2013
17157,Thunderbirds,GBA,Vivendi Games,Saffire Corporation,5,,0.02,2004
17158,Tropico Reloaded,PC,Kalypso,Kalypso,,,0.02,2009
17159,Inkheart,DS,DreamCatcher Interactive,The Adventure Company,4.5,,0.02,2009
17160,Treasure Chase,DS,Storm City Games,Storm City Games,,,0.02,2011
17161,Captain Morgane and the Golden Turtle,PS3,Reef Entertainment,WizarBox,,,0.02,2012
17162,Earth's Dawn,PS4,Rising Star Games,Unknown,6.8,6.7,0.02,2016
17163,Vitamin Z Revolution,PSP,D3 Publisher,HuneX,,,0.02,2010
17164,Agony,XOne,Maximum Games,Madmind Studio,3.4,4.5,0.02,2018
17165,Aria: The Origination ~Aoi Wakusei no El Cielo~,PS2,Alchemist,Regista,,,0.02,2008
17166,"Warhammer 40,000: Deathwatch",PS4,Hoplite Research,Rodeo Games,,,0.02,2018
17167,Lunatic Dawn Tempest,PS2,ArtDink,ArtDink,,,0.02,2001
17168,Strike Witches: Shirogane no Tsubasa,PSP,Kadokawa Shoten,Kadokawa Games,,,0.02,2012
17169,Total Immersion Racing,XB,Empire Interactive,Razorworks Studios,5.8,,0.02,2002
17170,Luxor: The Wrath of Set,PSP,Mumbo Jumbo,MumboJumbo,,,0.02,2006
17171,Board Game: Top Shop,PS,A1 Games,KID,,,0.02,1999
17172,NANA: Live Staff Daiboshuu! Shoshinsha Kangei,DS,Konami,Konami,,,0.02,2007
17173,Manga-ka Debut Monogatari: Suteki na Manga o Egakou,3DS,Nippon Columbia,Nippon Columbia,,,0.02,2017
17174,Samurai Warriors: Sanada Maru,PS3,Tecmo Koei,Omega Force,,,0.02,2016
17175,Moto Racer 4,XOne,Microids,Microids,,,0.02,2017
17176,Crazy Machines,Wii,Mentor Interactive,FAKT Software GmBH,,,0.02,2011
17177,Puppet Show 3: Lost Town,PC,Focus Home Interactive,Big Fish Games,,,0.02,2011
17178,Zero no Tsukaima: Shou-akuma to Harukaze no Concerto,PS2,Marvelous Interactive,Marvelous Interactive,,,0.02,2007
17179,Sudden Strike 4,XOne,Kalypso Media,Kite Games,,,0.02,2018
17180,Dunamis 15,PS3,5pb,5pb. Games,,,0.02,2011
17181,DemiKids: Dark Version,GBA,Atlus,Atlus Co.,6.6,,0.02,2003
17182,Catan,DS,CDV Software Entertainment,USM,,,0.02,2009
17183,Mage Knight: Destiny's Soldier,DS,Namco Bandai,Big Blue Bubble Inc.,6.5,,0.02,2006
17184,Blender Bros.,GBA,Atari,Hudson,7.4,,0.02,2002
17185,Chili Con Carnage,PSP,Eidos Interactive,Deadline Games,7.7,,0.02,2007
17186,Suzumiya Haruhi no Heiretsu,Wii,Sega,Sega,,,0.02,2009
17187,DemiKids: Light Version,GBA,Atlus,Atlus Co.,6.6,,0.02,2003
17188,Nanatsuiro * Drops Pure!!,PS2,Media Works,UNiSONSHIFT,,,0.02,2007
17189,Guitar Hero III: Legends of Rock,PC,Aspyr,Aspyr,8.5,,0.02,2007
17190,Pe-Jongju to Manabu Kankokugo DS: Test-Hen,DS,D3 Publisher,Mobilero,,,0.02,2010
17191,World Series of Poker 2008: Battle for the Bracelets,PSP,Activision,Left Field Productions,7.6,,0.02,2007
17192,Ghost Pirates of Vooju Island,PC,DTP Entertainment,Autumn Moon,,,0.02,2009
17193,Zero Escape The Nonary Games,PSV,Aksys Games,Spike Chunsoft,,,0.02,2017
17194,Bottom of the 9th '97,PS,Konami,Konami,6,,0.02,1997
17195,G1 Jockey Wii,Wii,KOEI,Koei/Inis,,,0.02,2007
17196,Shaman King: Chou Senjiryokketsu 3,GBA,King Records,Studio Saizensen,,,0.02,2002
17197,Line Rider 2: Unbound,Wii,"Genius Products, Inc.",InXile Entertainment,7.8,,0.02,2008
17198,Demigod,PC,Atari,Gas Powered Games,7.2,,0.02,2009
17199,HatsuKare * Renai Debut Sengen!,PSP,FuRyu Corporation,Vridge Inc.,,,0.02,2013
17200,Warhammer Online: Age of Reckoning,PC,Electronic Arts,Mythic,9,,0.02,2008
17201,Phantasy Star Online 2 Episode 4: Deluxe Package,PSV,Sega,Sega,,,0.02,2017
17202,Stronghold 2 Deluxe,PC,2K Games,FireFly Studios,,,0.02,2005
17203,Super Run For Money Tousouchuu & Sentouchuu,NS,Bandai Namco Games,Bandai Namco Games,,,0.02,2018
17204,Kingdom: Ikkitousen no Ken,PSP,Konami,Konami,,,0.02,2010
17205,L.A. Noire: The Complete Edition,PS3,Rockstar Games,Rockstar Leeds,,,0.02,2011
17206,Rapala for Kinect,X360,Activision,Activision,,,0.02,2011
17207,Wrestle Kingdom 2: Pro Wrestling Sekai Taisen,PS2,Yuke's,Yuke's Future Media Creators,,,0.02,2007
17208,Dynamic Chord feat. Reve Parfait: V Edition,PSV,honeybee,Unknown,,,0.02,2016
17209,Totally Spies! 2: Undercover,DS,Atari,Mistic Software,4,,0.02,2006
17210,Bomberman Story DS,DS,Rising Star,Hudson Soft,,,0.02,2008
17211,Bridge Constructor Portal,XOne,Nighthawk Interactive,ClockStone,7.8,5.4,0.02,2018
17212,Vampire Mansion: Linda Hyde,DS,Unknown,Easy Interactive,,,0.02,2011
17213,RayCrisis: Series Termination,PS,Working Designs,Taito Corporation,,,0.02,2000
17214,DiRT,PC,Codemasters,Codemasters,,,0.02,2007
17215,Indianapolis 500 Evolution,X360,Destineer,Brain in a Jar,,,0.02,2009
17216,Spirits and Demons: 5 Game Pack,PC,Focus Multimedia,Unknown,,,0.02,2015
17217,Blade Strangers,PS4,Nicalis,Studio Saizensen,,,0.02,2018
17218,Ikki Tousen: Shining Dragon,PS2,Unknown,Marvelous,,,0.02,2007
17219,"Warhammer 40,000: Inquisitor - Martyr",PS4,Neocore Games,Neocore Games,6.4,6.2,0.02,2018
17220,Kimi ga Aruji de Shitsuji ga Ore de: Oshie Nikki,PS2,Minato Station,Minato Station,,,0.02,2008
17221,Toxic Grind,XB,THQ,Blue Shift,4.9,,0.02,2002
17222,American McGee presents ScrapLand,XB,Enlight,Mercury Steam Entertainment,,,0.02,2005
17223,Daito Giken Koushiki Pachi-Slot Simulator: Hihouden - Fuujirareta Megami Portable,PSP,Paon,Paon Corporation,,,0.02,2011
17224,Enchanted Arms (jp sales),X360,Ubisoft,From Software,,,0.02,2006
17225,Geten no Hana,PSP,Tecmo Koei,Koei Tecmo Games,,,0.02,2013
17226,Serious Sam HD: The First and Second Encounters,X360,Mastertronic,Croteam,,,0.02,2011
17227,Harukanaru Toki no Naka de 3 with Izayoiki Aizouban,PSP,KOEI,Koei,,,0.02,2009
17228,Pharaoh,PC,Sierra Entertainment,Impressions Games,9,,0.02,1999
17229,Quantum Break,PC,THQ Nordic,Remedy Entertainment,6.6,5.3,0.02,2016
17230,Star Trek Online,PC,Atari,Cryptic Studios,5.9,,0.02,2010
17231,Rugby League Live 4,XOne,Tru Blu Entertainment,Big Ant Studios,,,0.02,2017
17232,D.Gray-man: Sousha no Shikaku,PS2,Konami,Konami,,,0.02,2008
17233,Ookami to Koushinryou: Omiowataru Kaze,DS,ASCII Media Works,ASCII Media Works,,,0.02,2009
17234,Sniper Elite V2,WiiU,505 Games,Rebellion Developments,7,,0.02,2013
17235,ABZU,XOne,505 Games,Giant Squid Studios,,,0.02,2017
17236,Big Buck Hunter Arcade,PS4,GameMill Entertainment,GameMill Entertainment,,,0.02,2017
17237,F1 Race Stars,PC,Codemasters,Codemasters Birmingham,6.2,5.5,0.02,2012
17238,Pharaonic,XOne,Soedesco,Milkstone Studios,,,0.02,2017
17239,Motto! SoniComi,PS3,Kadokawa Games,Kadokawa Games,,,0.02,2014
17240,School Days LxH,PS2,Interchannel,0verflow,,,0.02,2008
17241,ATV Drift & Tricks,XOne,Microids,Artefacts Studio,,,0.02,2018
17242,Cities XL 2011,PC,Focus Home Interactive,Monte Cristo Multimedia,7,,0.02,2010
17243,Yuukyuu no Tierblade: Lost Chronicle,PSV,Idea Factory,Unknown,,,0.02,2016
17244,Big Idea's VeggieTales: LarryBoy and the Bad Apple,PS2,Crave Entertainment,Papaya Studios,,,0.02,2006
17245,Neo Angelique,PS2,KOEI,Koei,,,0.02,2006
17246,Titan Quest,XOne,THQ Nordic,THQ Nordic,6.6,6.9,0.02,2018
17247,Namco Museum Battle Collection (JP sales),PSP,Namco,Namco Tales Studio,,,0.02,2005
17248,Stronghold Crusader Extreme,PC,Gamecock,FireFly Studios,4.3,,0.02,2008
17249,Brandish: The Dark Revenant,PSP,Falcom Corporation,Nihon Falcom Corporation,,,0.02,2009
17250,Chaos;Head Noah,PSP,5pb,Genterprise,,,0.02,2010
17251,Samurai Shodown V,XB,SNK Playmore,Yuki Enterprise,6.2,,0.02,2006
17252,Summon Night: Swordcraft Story,GBA,Atlus,Flight-Plan,8,,0.02,2006
17253,Akogare Girls Collection: Pika Pika Nurse Monogatari - Shounika Haitsumo Oosawagi,DS,Nippon Columbia,Nippon Columbia,,,0.02,2016
17254,PuraMai Wars V,PSV,Unknown,Unknown,,,0.02,2016
17255,Fishdom 2 Deluxe,PC,Rondomedia,Playrix Entertainment,,,0.02,2010
17256,Geometry Wars 3: Dimensions Evolved,XOne,Activision,Unknown,,,0.02,2016
17257,Minna no Chizu 2,PSP,Zenrin,Zenrin,,,0.02,2007
17258,Pro Fishing Challenge,XB,Atlus,Opus Studio,7.2,,0.02,2004
17259,Franklin's Great Adventures,DS,Game Factory,Neko Entertainment,,,0.02,2006
17260,Geten no Hana with Yume Akari: Aizouban,PSV,Tecmo Koei,Unknown,,,0.02,2016
17261,Princess Saver! Eternal Love for My Lady,PS2,Comfort,Ricotta,,,0.02,2010
17262,Ice Age: Dawn of the Dinosaurs,PC,Activision,Eurocom Entertainment Software,6.8,,0.02,2009
17263,Jitsumei Jikkyou Keiba Dream Classic 2002,PS2,Bandai,Bandai,,,0.02,2002
17264,To Love-Ru Trouble: Darkness - True Princess,PSV,FuRyu Corporation,Unknown,,,0.02,2015
17265,Tokyo Mew Mew,PS,Takara,Takara,,,0.02,2002
17266,Interactive Storybook DS Series 3,DS,Tommo,Tommo,,,0.02,2007
17267,Kawasaki Jet Ski,Wii,Destineer,Data Design Interactive,2,,0.02,2008
17268,Moujuutsukai to Oujisama: Snow Bride Portable,PSP,Idea Factory,Otomate,,,0.02,2012
17269,Twinkle * Crusaders GoGo!,PSP,ASCII Media Works,ASCII Media Works,,,0.02,2010
17270,Ceville,PC,Kalypso,Realmforge Studios,9,,0.02,2009
17271,Europa Universalis III Complete,PC,Paradox Interactive,Paradox Interactive,,,0.02,2008
17272,Rule of Rose,PS2,Atlus,Punchline / Shirogumi,5.9,,0.02,2006
17273,Override: Mech City Brawl,XOne,Modus Games,The Balance Inc,6.4,6.5,0.02,2018
17274,Resident Evil: Revelations,XOne,Capcom,Capcom,,,0.02,2017
17275,RedCard 20-03,GC,Midway Games,Point of View,7.2,,0.02,2002
17276,Freestyle Metal X,XB,Midway Games,Deibus Studios,,,0.02,2003
